Name,Nickname,Victories,Defeats,Draws,Height_cm,Weight_kg,Reach_cm,stance_x,Date of Birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,Name,name_y,wins_y,losses_y,height,weight,reach,stance_y,Age,Sig_Strikes_Minute,Sig_Strikes Accuracy,Sig_Strikes_Absorved_Min,Sig_Strikes_Defence,Av_TD_Landed_per_15_Min,Takedown_Accuracy,Takedown_Defence,Av_Subm_Attemt_per_15_Min
Al Iaquinta,Raging,14,7,1,177.8,70.31,177.8,Orthodox,1987-04-30,4.06,40.0,4.53,61.0,0.63,18.0,74.0,0.2,al iaquinta,Al Iaquinta,14.0,7.0,177.8,70.31,177.8,Orthodox,36.0,4.06,0.4,4.53,0.61,0.63,0.18,0.74,0.2
Anthony Njokuani,The Assassin,16,12,0,185.42,70.31,190.5,Orthodox,1980-03-01,3.94,46.0,2.41,65.0,0.5,45.0,53.0,0.2,anthony njokuani,Anthony Njokuani,16.0,12.0,185.42,70.31,190.5,Orthodox,44.0,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2
Henry Cejudo,Triple C,16,3,0,162.56,61.23,162.56,Orthodox,1987-02-09,3.93,47.0,3.15,60.0,2.07,34.0,83.0,0.2,henry cejudo,Henry Cejudo,16.0,4.0,162.56,61.23,162.56,Orthodox,37.0,3.77,0.46,3.29,0.6,1.99,0.32,0.75,0.2
Elias Silverio,Xuxu,13,3,0,180.34,70.31,185.42,Orthodox,1986-09-22,3.67,49.0,2.97,51.0,1.62,38.0,85.0,0.2,elias silverio,Elias Silverio,13.0,3.0,180.34,70.31,185.42,Orthodox,37.0,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2
Pat Barry,HD,8,7,0,180.34,106.59,187.96,Orthodox,1979-07-07,2.72,52.0,3.54,59.0,0.0,0.0,76.0,0.2,pat barry,Pat Barry,8.0,7.0,180.34,106.59,187.96,Orthodox,44.0,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2
Jordan Espinosa,The Gamer,15,9,0,167.64,56.7,175.26,Orthodox,1989-11-08,4.22,52.0,2.94,57.0,0.75,28.0,70.0,0.2,jordan espinosa,Jordan Espinosa,15.0,9.0,167.64,56.7,175.26,Orthodox,34.0,4.22,0.52,2.94,0.57,0.75,0.28,0.7,0.2
Jake O'Brien,Irish,15,4,0,190.5,92.99,193.04,Orthodox,1984-09-25,1.31,31.0,1.92,69.0,6.39,54.0,25.0,0.2,jake o'brien,Jake O'Brien,15.0,4.0,190.5,92.99,193.04,Orthodox,39.0,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2
Jessica Aguilar,Jag,20,8,0,160.02,52.16,160.02,Orthodox,1982-05-08,4.93,50.0,7.19,53.0,0.94,25.0,50.0,0.2,jessica aguilar,Jessica Aguilar,20.0,8.0,160.02,52.16,160.02,Orthodox,41.0,4.93,0.5,7.19,0.53,0.94,0.25,0.5,0.2
Cheyanne Vlismas,The Warrior Princess,7,3,0,160.02,52.16,160.02,Switch,1995-06-25,4.93,50.0,2.57,64.0,0.25,33.0,66.0,0.2,cheyanne vlismas,Cheyanne Vlismas,7.0,3.0,160.02,52.16,160.02,Switch,28.0,4.93,0.5,2.57,0.64,0.25,0.33,0.66,0.2
James Moontasri,Moon Walker,9,5,0,177.8,77.11,180.34,Switch,1988-04-10,2.39,48.0,3.86,40.0,0.0,0.0,79.0,0.2,james moontasri,James Moontasri,9.0,5.0,177.8,77.11,180.34,Switch,35.0,2.39,0.48,3.86,0.4,0.0,0.0,0.79,0.2
Wu Yanan,Mulan,13,6,0,172.72,61.23,167.64,Orthodox,1996-04-18,4.23,41.0,4.95,49.0,0.62,30.0,63.0,0.2,wu yanan,Wu Yanan,13.0,6.0,172.72,61.23,167.64,Orthodox,27.0,4.23,0.41,4.95,0.49,0.62,0.3,0.63,0.2
Erik Perez,Goyito,17,6,0,172.72,61.23,172.72,Orthodox,1989-11-19,3.16,40.0,2.09,66.0,3.16,55.0,69.0,0.2,erik perez,Erik Perez,17.0,6.0,172.72,61.23,172.72,Orthodox,34.0,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2
Davey Grant,Dangerous,15,7,0,172.72,61.23,175.26,Orthodox,1985-12-18,4.77,42.0,3.82,55.0,1.26,41.0,61.0,0.2,davey grant,Davey Grant,15.0,7.0,172.72,61.23,175.26,Orthodox,38.0,4.77,0.42,3.82,0.55,1.26,0.41,0.61,0.2
Mark De La Rosa,Bumblebee,11,5,0,167.64,61.23,165.1,Orthodox,1994-08-31,3.13,35.0,5.0,48.0,0.54,13.0,40.0,0.2,mark de la rosa,Mark De La Rosa,11.0,5.0,167.64,61.23,165.1,Orthodox,29.0,3.13,0.35,5.0,0.48,0.54,0.13,0.4,0.2
Sabina Mazo,Colombian Queen,9,4,0,170.18,56.7,177.8,Orthodox,1997-03-25,6.1,43.0,4.35,57.0,0.65,80.0,59.0,0.2,sabina mazo,Sabina Mazo,9.0,4.0,170.18,56.7,177.8,Orthodox,27.0,6.1,0.43,4.35,0.57,0.65,0.8,0.59,0.2
Rashid Magomedov,Highlander,20,2,0,175.26,70.31,177.8,Orthodox,1984-11-29,4.4,49.0,3.05,54.0,0.67,57.0,89.0,0.2,rashid magomedov,Rashid Magomedov,20.0,2.0,175.26,70.31,177.8,Orthodox,39.0,4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2
Justin Ledet,El Blanco,9,4,0,193.04,92.99,203.2,Orthodox,1988-09-28,3.35,39.0,4.82,49.0,0.23,50.0,42.0,0.2,justin ledet,Justin Ledet,9.0,4.0,193.04,92.99,203.2,Orthodox,35.0,3.35,0.39,4.82,0.49,0.23,0.5,0.42,0.2
Vinc Pichel,From Hell,14,3,0,177.8,70.31,182.88,Orthodox,1982-11-23,3.56,47.0,2.5,58.0,3.0,54.0,23.0,0.2,vinc pichel,Vinc Pichel,14.0,3.0,177.8,70.31,182.88,Orthodox,41.0,3.56,0.47,2.5,0.58,3.0,0.54,0.23,0.2
John Castaneda,Sexy Mexi,21,6,0,167.64,61.23,180.34,Switch,1991-12-18,4.79,50.0,4.99,56.0,1.92,37.0,71.0,0.2,john castaneda,John Castaneda,21.0,6.0,167.64,61.23,180.34,Switch,32.0,4.79,0.5,4.99,0.56,1.92,0.37,0.71,0.2
Belal Muhammad,Remember the Name,23,3,0,180.34,77.11,182.88,Orthodox,1988-07-09,4.55,43.0,3.64,57.0,1.98,35.0,93.0,0.2,belal muhammad,Belal Muhammad,23.0,3.0,180.34,77.11,182.88,Orthodox,35.0,4.55,0.43,3.64,0.57,1.98,0.35,0.93,0.2
Andre Soukhamthath,The Asian Sensation,13,8,0,175.26,61.23,177.8,Orthodox,1988-10-23,2.77,44.0,4.31,49.0,1.25,53.0,58.0,0.2,andre soukhamthath,Andre Soukhamthath,13.0,8.0,175.26,61.23,177.8,Orthodox,35.0,2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2
Travis Browne,Hapa,18,7,1,198.12,115.67,200.66,Orthodox,1982-07-17,2.93,41.0,4.31,42.0,1.21,68.0,75.0,0.2,travis browne,Travis Browne,18.0,7.0,198.12,115.67,200.66,Orthodox,41.0,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2
Cyrille Diabate,The Snake,19,10,1,198.12,92.99,205.74,Southpaw,1973-10-06,4.06,71.0,1.78,60.0,1.17,83.0,53.0,0.2,cyrille diabate,Cyrille Diabate,19.0,10.0,198.12,92.99,205.74,Southpaw,50.0,4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2
Alexander Volkanovski,The Great,26,3,0,167.64,65.77,180.34,Orthodox,1988-09-29,6.19,57.0,3.42,58.0,1.84,37.0,70.0,0.2,alexander volkanovski,Alexander Volkanovski,26.0,4.0,167.64,65.77,180.34,Orthodox,35.0,6.16,0.56,3.44,0.58,1.78,0.37,0.7,0.2
Damir Hadzovic,The Bosnian Bomber,14,7,0,175.26,70.31,177.8,Orthodox,1986-08-08,3.36,48.0,3.26,62.0,0.78,55.0,34.0,0.2,damir hadzovic,Damir Hadzovic,14.0,7.0,175.26,70.31,177.8,Orthodox,37.0,3.36,0.48,3.26,0.62,0.78,0.55,0.34,0.2
Johnny Case,Hollywood,22,6,0,177.8,70.31,182.88,Orthodox,1989-06-28,3.95,38.0,2.66,61.0,1.7,45.0,72.0,0.2,johnny case,Johnny Case,22.0,6.0,177.8,70.31,182.88,Orthodox,34.0,3.95,0.38,2.66,0.61,1.7,0.45,0.72,0.2
Brandon Vera,The Truth,15,7,0,190.5,104.33,198.12,Orthodox,1977-10-10,3.03,56.0,2.81,52.0,0.7,53.0,59.0,0.2,brandon vera,Brandon Vera,15.0,7.0,190.5,104.33,198.12,Orthodox,46.0,3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2
Song Yadong,Kung Fu Kid,20,7,1,172.72,61.23,170.18,Orthodox,1997-12-02,4.61,42.0,3.77,59.0,0.53,55.0,72.0,0.2,song yadong,Song Yadong,21.0,8.0,172.72,61.23,170.18,Orthodox,26.0,4.49,0.43,3.96,0.55,0.66,0.4,0.72,0.2
Marco Beltran,Psycho,8,6,0,172.72,56.7,175.26,Orthodox,1986-05-18,2.07,37.0,1.93,63.0,0.7,50.0,46.0,0.2,marco beltran,Marco Beltran,8.0,6.0,172.72,56.7,175.26,Orthodox,37.0,2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2
Patrick Cote,The Predator,23,11,0,180.34,77.11,190.5,Orthodox,1980-02-29,2.81,48.0,3.21,48.0,0.68,20.0,43.0,0.2,patrick cote,Patrick Cote,23.0,11.0,180.34,77.11,190.5,Orthodox,44.0,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2
Phil Hawes,No Hype,12,5,0,182.88,83.91,195.58,Orthodox,1989-01-08,5.55,59.0,3.7,55.0,2.28,36.0,100.0,0.2,phil hawes,Phil Hawes,12.0,6.0,182.88,83.91,195.58,Orthodox,35.0,5.33,0.59,3.72,0.55,2.11,0.34,0.9,0.2
Jordan Mein,Young Gun,31,12,0,182.88,77.11,185.42,Orthodox,1989-10-10,3.35,44.0,2.55,69.0,1.56,58.0,66.0,0.2,jordan mein,Jordan Mein,31.0,12.0,182.88,77.11,185.42,Orthodox,34.0,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2
Ronnie Lawrence,The Heat,8,2,0,172.72,61.23,172.72,Switch,1992-06-13,2.78,56.0,1.75,52.0,6.75,77.0,45.0,0.2,ronnie lawrence,Ronnie Lawrence,8.0,2.0,172.72,61.23,172.72,Switch,31.0,2.78,0.56,1.75,0.52,6.75,0.77,0.45,0.2
Albert Morales,The Warrior,7,4,1,175.26,61.23,182.88,Orthodox,1991-05-25,3.81,35.0,3.96,56.0,0.91,35.0,70.0,0.2,albert morales,Albert Morales,7.0,4.0,175.26,61.23,182.88,Orthodox,32.0,3.81,0.35,3.96,0.56,0.91,0.35,0.7,0.2
Viviane Pereira,Sucuri,13,2,0,154.94,52.16,160.02,Orthodox,1993-08-28,2.7,30.0,4.48,58.0,0.25,100.0,28.0,0.2,viviane pereira,Viviane Pereira,13.0,2.0,154.94,52.16,160.02,Orthodox,30.0,2.7,0.3,4.48,0.58,0.25,1.0,0.28,0.2
Mateusz Gamrot,Gamer,23,2,0,177.8,70.31,177.8,Southpaw,1990-12-11,2.97,50.0,3.17,60.0,4.36,30.0,90.0,0.2,mateusz gamrot,Mateusz Gamrot,24.0,2.0,177.8,70.31,177.8,Southpaw,33.0,3.09,0.51,3.07,0.59,5.28,0.35,0.9,0.1
Da Woon Jung,Sseda,15,5,1,193.04,92.99,198.12,Orthodox,1993-12-07,3.49,43.0,3.89,51.0,1.9,50.0,77.0,0.2,da woon jung,Da Woon Jung,15.0,5.0,193.04,92.99,198.12,Orthodox,30.0,3.49,0.43,3.89,0.51,1.9,0.5,0.77,0.2
Jamall Emmers,Pretty Boy,20,7,0,177.8,65.77,187.96,Orthodox,1989-07-24,5.1,48.0,3.79,57.0,1.96,40.0,90.0,0.2,jamall emmers,Jamall Emmers,20.0,7.0,177.8,65.77,187.96,Orthodox,34.0,5.1,0.48,3.79,0.57,1.96,0.4,0.9,0.2
Alexander Volkov,Drago,37,10,0,200.66,113.4,203.2,Orthodox,1988-10-24,5.1,57.0,3.0,54.0,0.49,63.0,73.0,0.2,alexander volkov,Alexander Volkov,37.0,10.0,200.66,113.4,203.2,Orthodox,35.0,5.1,0.57,3.0,0.54,0.49,0.63,0.73,0.2
Igor Pokrajac,The Duke,28,13,0,182.88,92.99,187.96,Orthodox,1979-01-02,2.25,45.0,4.26,40.0,0.87,29.0,51.0,0.2,igor pokrajac,Igor Pokrajac,28.0,13.0,182.88,92.99,187.96,Orthodox,45.0,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2
Eryk Anders,Ya Boi,15,8,0,185.42,83.91,190.5,Southpaw,1987-04-21,3.56,47.0,4.39,50.0,1.54,24.0,79.0,0.1,eryk anders,Eryk Anders,16.0,8.0,185.42,83.91,190.5,Southpaw,36.0,3.41,0.47,4.17,0.5,1.79,0.26,0.79,0.1
Sam Stout,Hands of Stone,20,12,1,175.26,70.31,177.8,Orthodox,1984-04-23,4.17,28.0,4.08,57.0,0.63,38.0,77.0,0.1,sam stout,Sam Stout,20.0,12.0,175.26,70.31,177.8,Orthodox,39.0,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1
Alex Garcia,The Dominican Nightmare,15,6,0,175.26,77.11,182.88,Orthodox,1987-07-14,1.81,31.0,3.03,59.0,3.72,52.0,66.0,0.1,alex garcia,Alex Garcia,15.0,6.0,175.26,77.11,182.88,Orthodox,36.0,1.81,0.31,3.03,0.59,3.72,0.52,0.66,0.1
Matthew Semelsberger,Semi The Jedi,11,6,0,185.42,77.11,190.5,Switch,1992-11-23,4.06,43.0,4.36,55.0,1.02,58.0,50.0,0.1,matthew semelsberger,Matthew Semelsberger,11.0,7.0,185.42,77.11,190.5,Switch,31.0,3.78,0.43,4.21,0.54,1.02,0.57,0.45,0.4
Mizuto Hirota,Pugnus,18,10,2,170.18,70.31,170.18,Orthodox,1981-05-05,3.36,40.0,3.5,54.0,1.36,50.0,58.0,0.1,mizuto hirota,Mizuto Hirota,18.0,10.0,170.18,70.31,170.18,Orthodox,42.0,3.36,0.4,3.5,0.54,1.36,0.5,0.58,0.1
Tecia Torres,The Tiny Tornado,13,6,0,154.94,52.16,152.4,Orthodox,1989-08-16,4.74,48.0,3.59,61.0,0.66,14.0,61.0,0.1,tecia torres,Tecia Torres,13.0,6.0,154.94,52.16,152.4,Orthodox,34.0,4.74,0.48,3.59,0.61,0.66,0.14,0.61,0.1
Marcin Tybura,Tybur,24,8,0,190.5,112.94,198.12,Orthodox,1985-11-09,3.55,48.0,3.35,55.0,1.39,33.0,79.0,0.1,marcin tybura,Marcin Tybura,25.0,8.0,190.5,112.94,198.12,Orthodox,38.0,3.6,0.48,3.35,0.55,1.43,0.33,0.79,0.1
Rustam Khabilov,Tiger,24,4,0,172.72,70.31,185.42,Orthodox,1986-11-04,1.98,34.0,2.16,65.0,3.95,41.0,61.0,0.1,rustam khabilov,Rustam Khabilov,24.0,4.0,172.72,70.31,185.42,Orthodox,37.0,1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1
Duane Ludwig,Bang,21,14,0,177.8,77.11,177.8,Orthodox,1978-08-04,4.62,44.0,3.05,57.0,0.43,25.0,59.0,0.1,duane ludwig,Duane Ludwig,21.0,14.0,177.8,77.11,177.8,Orthodox,45.0,4.62,0.44,3.05,0.57,0.43,0.25,0.59,0.1
Daniel Rodriguez,D-Rod,17,4,0,185.42,77.11,187.96,Southpaw,1986-12-31,7.3,50.0,5.28,56.0,0.62,50.0,63.0,0.1,daniel rodriguez,Daniel Rodriguez,17.0,4.0,185.42,77.11,187.96,Southpaw,37.0,7.3,0.5,5.28,0.56,0.62,0.5,0.63,0.1
Lorenz Larkin,The Monsoon,18,6,0,180.34,77.11,182.88,Orthodox,1986-09-03,3.53,46.0,2.74,63.0,0.27,42.0,79.0,0.1,lorenz larkin,Lorenz Larkin,18.0,6.0,180.34,77.11,182.88,Orthodox,37.0,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1
Blagoy Ivanov,Baga,19,6,0,180.34,113.4,185.42,Southpaw,1986-10-09,3.25,40.0,4.2,53.0,0.69,40.0,61.0,0.1,blagoy ivanov,Blagoy Ivanov,19.0,6.0,180.34,113.4,185.42,Southpaw,37.0,3.25,0.4,4.2,0.53,0.69,0.4,0.61,0.1
Brian Ebersole,Bad Boy,51,18,1,182.88,77.11,185.42,Southpaw,1980-11-27,2.32,49.0,2.14,56.0,1.7,23.0,61.0,0.1,brian ebersole,Brian Ebersole,51.0,18.0,182.88,77.11,185.42,Southpaw,43.0,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1
Patrick Cummins,Durkin,10,7,0,187.96,92.99,193.04,Orthodox,1980-11-16,4.26,50.0,3.35,55.0,4.49,41.0,28.0,0.1,patrick cummins,Patrick Cummins,10.0,7.0,187.96,92.99,193.04,Orthodox,43.0,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1
Holly Holm,The Preacher's Daughter,15,6,0,172.72,61.23,175.26,Southpaw,1981-10-17,3.21,40.0,2.79,56.0,0.9,30.0,78.0,0.1,holly holm,Holly Holm,15.0,6.0,172.72,61.23,175.26,Southpaw,42.0,3.21,0.4,2.79,0.56,0.9,0.3,0.78,0.1
Israel Adesanya,The Last Stylebender,24,3,0,193.04,83.91,203.2,Switch,1989-07-22,3.93,48.0,3.11,56.0,0.05,14.0,77.0,0.1,israel adesanya,Israel Adesanya,24.0,3.0,193.04,83.91,203.2,Switch,34.0,3.93,0.48,3.11,0.56,0.05,0.14,0.77,0.1
Uriah Hall,Prime Time,18,11,0,182.88,83.91,200.66,Orthodox,1984-07-31,3.23,48.0,3.85,54.0,0.54,38.0,64.0,0.1,uriah hall,Uriah Hall,18.0,11.0,182.88,83.91,200.66,Orthodox,39.0,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1
Maycee Barber,The Future,13,2,0,165.1,56.7,165.1,Switch,1998-05-18,4.6,52.0,2.72,54.0,1.14,35.0,45.0,0.1,maycee barber,Maycee Barber,14.0,2.0,165.1,56.7,165.1,Switch,25.0,4.7,0.53,2.9,0.54,1.44,0.43,0.53,0.1
Roxanne Modafferi,The Happy Warrior,25,21,0,170.18,56.7,175.26,Orthodox,1982-09-24,3.35,30.0,5.7,51.0,1.35,23.0,30.0,0.1,roxanne modafferi,Roxanne Modafferi,25.0,21.0,170.18,56.7,175.26,Orthodox,41.0,3.35,0.3,5.7,0.51,1.35,0.23,0.3,0.1
Jimmie Rivera,El Terror,23,5,0,162.56,61.23,172.72,Orthodox,1989-06-29,4.03,40.0,3.9,60.0,0.88,27.0,92.0,0.1,jimmie rivera,Jimmie Rivera,23.0,5.0,162.56,61.23,172.72,Orthodox,34.0,4.03,0.4,3.9,0.6,0.88,0.27,0.92,0.1
Dominick Cruz,The Dominator,24,4,0,172.72,61.23,172.72,Orthodox,1985-03-09,3.91,33.0,2.61,70.0,2.82,42.0,83.0,0.1,dominick cruz,Dominick Cruz,24.0,4.0,172.72,61.23,172.72,Orthodox,39.0,3.91,0.33,2.61,0.7,2.82,0.42,0.83,0.1
Lauren Murphy,Lucky,16,6,0,165.1,56.7,170.18,Orthodox,1983-07-27,4.05,39.0,5.25,55.0,1.03,25.0,69.0,0.1,lauren murphy,Lauren Murphy,16.0,6.0,165.1,56.7,170.18,Orthodox,40.0,4.05,0.39,5.25,0.55,1.03,0.25,0.69,0.1
Jorge Rivera,El Conquistador,20,9,0,185.42,83.91,185.42,Orthodox,1972-02-28,3.16,48.0,2.64,54.0,0.84,50.0,63.0,0.1,jorge rivera,Jorge Rivera,20.0,9.0,185.42,83.91,185.42,Orthodox,52.0,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1
Jonathan Martinez,Dragon,19,4,0,172.72,61.23,177.8,Southpaw,1994-04-20,4.64,50.0,3.76,58.0,0.44,41.0,69.0,0.1,jonathan martinez,Jonathan Martinez,19.0,4.0,172.72,61.23,177.8,Southpaw,29.0,4.64,0.5,3.76,0.58,0.44,0.41,0.69,0.1
Volkan Oezdemir,No Time,19,7,0,187.96,92.99,190.5,Orthodox,1989-09-19,4.59,47.0,3.92,55.0,0.57,33.0,80.0,0.1,volkan oezdemir,Volkan Oezdemir,19.0,7.0,187.96,92.99,190.5,Orthodox,34.0,4.59,0.47,3.92,0.55,0.57,0.33,0.8,0.1
Marc-Andre Barriault,Powerbar,16,6,0,185.42,83.91,187.96,Orthodox,1990-02-18,5.95,47.0,5.22,53.0,0.24,25.0,67.0,0.1,marc-andre barriault,Marc-Andre Barriault,16.0,7.0,185.42,83.91,187.96,Orthodox,34.0,6.19,0.47,5.67,0.52,0.22,0.25,0.67,0.1
Thiago Santos,Marreta,22,11,0,187.96,92.99,193.04,Orthodox,1984-01-07,3.72,48.0,2.57,53.0,0.88,33.0,65.0,0.1,thiago santos,Thiago Santos,22.0,11.0,187.96,92.99,193.04,Orthodox,40.0,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1
Pannie Kianzad,Banzai,17,7,0,170.18,61.23,167.64,Orthodox,1991-12-08,4.87,49.0,3.75,53.0,0.35,30.0,71.0,0.1,pannie kianzad,Pannie Kianzad,17.0,8.0,170.18,61.23,167.64,Orthodox,32.0,4.74,0.49,3.67,0.53,0.46,0.33,0.66,0.1
Shamil Abdurakhimov,Abrek,20,8,0,190.5,106.59,193.04,Orthodox,1981-09-02,2.41,44.0,3.02,55.0,1.01,23.0,45.0,0.1,shamil abdurakhimov,Shamil Abdurakhimov,20.0,8.0,190.5,106.59,193.04,Orthodox,42.0,2.41,0.44,3.02,0.55,1.01,0.23,0.45,0.1
Josh Emmett,CC0,18,4,0,167.64,65.77,177.8,Orthodox,1985-03-04,4.07,36.0,4.66,61.0,0.92,37.0,46.0,0.1,josh emmett,Josh Emmett,19.0,4.0,167.64,65.77,177.8,Orthodox,39.0,4.04,0.36,4.61,0.61,0.91,0.37,0.46,0.1
Rafael Cavalcante,Feijao,12,7,0,185.42,92.99,187.96,Orthodox,1980-04-14,2.71,53.0,3.62,49.0,0.6,40.0,63.0,0.1,rafael cavalcante,Rafael Cavalcante,12.0,7.0,185.42,92.99,187.96,Orthodox,43.0,2.71,0.53,3.62,0.49,0.6,0.4,0.63,0.1
Alexander Hernandez,The Great Ape,14,7,0,175.26,65.77,182.88,Orthodox,1992-10-01,4.63,41.0,4.9,56.0,1.2,31.0,60.0,0.1,alexander hernandez,Alexander Hernandez,14.0,7.0,175.26,65.77,182.88,Orthodox,31.0,4.63,0.41,4.9,0.56,1.2,0.31,0.6,0.1
Darren Stewart,The Dentist,12,8,0,182.88,92.99,187.96,Orthodox,1990-12-30,3.05,45.0,3.29,48.0,1.75,45.0,67.0,0.1,darren stewart,Darren Stewart,12.0,8.0,182.88,92.99,187.96,Orthodox,33.0,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1
Walt Harris,The Big Ticket,13,10,0,195.58,113.4,195.58,Southpaw,1983-06-10,3.05,39.0,3.33,54.0,0.29,28.0,70.0,0.1,walt harris,Walt Harris,13.0,10.0,195.58,113.4,195.58,Southpaw,40.0,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1
Alexander Yakovlev,Russian Thunder,24,10,1,190.5,70.31,187.96,Southpaw,1984-07-18,1.74,47.0,2.41,58.0,1.66,35.0,72.0,0.1,alexander yakovlev,Alexander Yakovlev,24.0,10.0,190.5,70.31,187.96,Southpaw,39.0,1.74,0.47,2.41,0.58,1.66,0.35,0.72,0.1
Lina Lansberg,Elbow Queen,10,8,0,170.18,61.23,165.1,Orthodox,1982-03-13,2.69,55.0,3.87,44.0,0.52,27.0,47.0,0.1,lina lansberg,Lina Lansberg,10.0,8.0,170.18,61.23,165.1,Orthodox,42.0,2.69,0.55,3.87,0.44,0.52,0.27,0.47,0.1
Ji Yeon Kim,Firefist,9,7,2,170.18,56.7,182.88,Orthodox,1989-10-18,5.37,36.0,5.41,56.0,0.0,0.0,50.0,0.1,ji yeon kim,Ji Yeon Kim,9.0,7.0,170.18,56.7,182.88,Orthodox,34.0,5.37,0.36,5.41,0.56,0.0,0.0,0.5,0.1
Andre Ewell,Mr. Highlight,17,9,0,172.72,65.77,190.5,Southpaw,1988-01-21,4.28,40.0,4.87,51.0,0.36,75.0,72.0,0.1,andre ewell,Andre Ewell,17.0,9.0,172.72,65.77,190.5,Southpaw,36.0,4.28,0.4,4.87,0.51,0.36,0.75,0.72,0.1
Tarec Saffiedine,Sponge,16,7,0,177.8,77.11,177.8,Switch,1986-09-06,4.05,47.0,3.06,62.0,0.52,36.0,84.0,0.1,tarec saffiedine,Tarec Saffiedine,16.0,7.0,177.8,77.11,177.8,Switch,37.0,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1
Shawn Jordan,The Savage,19,8,0,182.88,117.93,190.5,Southpaw,1984-10-21,2.87,50.0,3.3,47.0,1.97,38.0,76.0,0.1,shawn jordan,Shawn Jordan,19.0,8.0,182.88,117.93,190.5,Southpaw,39.0,2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1
Chris Gutierrez,El Guapo,20,5,2,175.26,61.23,170.18,Orthodox,1991-04-22,5.04,57.0,2.73,65.0,0.34,37.0,71.0,0.1,chris gutierrez,Chris Gutierrez,20.0,6.0,175.26,61.23,170.18,Orthodox,32.0,4.8,0.58,2.79,0.63,0.28,0.3,0.69,0.1
Devin Clark,Brown Bear,14,8,0,182.88,92.99,190.5,Orthodox,1990-04-12,2.99,55.0,2.95,43.0,2.35,33.0,60.0,0.1,devin clark,Devin Clark,14.0,9.0,182.88,92.99,190.5,Orthodox,33.0,3.03,0.54,3.24,0.44,2.17,0.32,0.58,0.1
Yves Jabouin,Tiger,20,11,0,170.18,61.23,172.72,Orthodox,1979-05-30,3.06,41.0,2.93,62.0,1.94,60.0,82.0,0.1,yves jabouin,Yves Jabouin,20.0,11.0,170.18,61.23,172.72,Orthodox,44.0,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1
Brandon Davis,Killer B,14,10,0,177.8,61.23,182.88,Orthodox,1990-05-08,4.68,35.0,4.62,58.0,0.74,42.0,57.0,0.1,brandon davis,Brandon Davis,14.0,10.0,177.8,61.23,182.88,Orthodox,33.0,4.68,0.35,4.62,0.58,0.74,0.42,0.57,0.1
Nicolas Dalby,Danish Dynamite,23,4,1,180.34,77.11,187.96,Orthodox,1984-11-16,4.03,43.0,3.43,52.0,1.11,30.0,60.0,0.1,nicolas dalby,Nicolas Dalby,23.0,4.0,180.34,77.11,187.96,Orthodox,39.0,4.03,0.43,3.43,0.52,1.11,0.3,0.6,0.1
Petr Yan,No Mercy,16,5,0,170.18,61.23,170.18,Switch,1993-02-11,5.03,53.0,4.26,59.0,1.71,52.0,85.0,0.1,petr yan,Petr Yan,17.0,5.0,170.18,61.23,170.18,Switch,31.0,5.14,0.53,4.36,0.58,1.73,0.51,0.85,0.1
Bill Algeo,Senor Perfecto,18,7,0,182.88,65.77,185.42,Switch,1989-06-09,6.11,52.0,4.41,47.0,0.89,46.0,56.0,0.1,bill algeo,Bill Algeo,18.0,7.0,182.88,65.77,185.42,Switch,34.0,6.11,0.52,4.41,0.47,0.89,0.46,0.56,0.1
