name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
Daniel Jolly,5.0,3.0,185.42,92.99,190.5,Orthodox,39.0,1.32,0.46,3.39,0.44,2.83,0.33,0.5,0.0
JC Cottrell,17.0,5.0,175.26,70.31,,Orthodox,34.0,0.79,0.25,2.75,0.45,0.79,1.0,0.5,0.0
Viktor Pesta,10.0,4.0,190.5,108.86,195.58,Orthodox,33.0,1.58,0.36,2.54,0.56,3.29,0.28,1.0,0.0
Jocelyn Jones-Lybarger,6.0,4.0,170.18,52.16,162.56,Orthodox,38.0,2.96,0.31,4.83,0.56,0.34,0.25,0.81,0.0
Ronda Rousey,12.0,2.0,170.18,61.23,167.64,Orthodox,37.0,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8
Brandon Thatch,11.0,5.0,187.96,77.11,187.96,Switch,38.0,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7
Cole Miller,21.0,11.0,185.42,65.77,185.42,Orthodox,39.0,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8
James Moontasri,9.0,5.0,177.8,77.11,180.34,Switch,35.0,2.39,0.48,3.86,0.4,0.0,0.0,0.79,0.2
Takeya Mizugaki,21.0,11.0,170.18,61.23,175.26,Orthodox,40.0,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1
Fredy Serrano,3.0,2.0,160.02,56.7,165.1,Orthodox,44.0,1.58,0.26,1.89,0.61,2.84,0.25,0.84,0.0
Tim Kennedy,18.0,6.0,180.34,83.91,187.96,Orthodox,44.0,2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7
Valerie Letourneau,8.0,6.0,170.18,52.16,172.72,Orthodox,40.0,4.51,0.37,5.4,0.58,0.77,0.45,0.66,0.3
Zach Makovsky,20.0,8.0,162.56,56.7,162.56,Southpaw,40.0,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3
Sean O'Connell,17.0,9.0,185.42,92.99,187.96,Orthodox,40.0,5.46,0.48,6.77,0.45,0.0,0.0,0.3,0.5
Joseph Gigliotti,7.0,2.0,180.34,83.91,,Orthodox,30.0,1.04,0.39,2.92,0.45,1.56,1.0,0.5,0.8
Tiago dos Santos e Silva,20.0,7.0,175.26,65.77,177.8,Orthodox,36.0,3.69,0.35,4.23,0.59,0.63,0.11,0.33,0.3
Keith Berish,5.0,1.0,182.88,92.99,,Orthodox,38.0,3.58,0.36,4.81,0.62,1.76,0.4,0.0,0.0
Brendan O'Reilly,6.0,3.0,170.18,77.11,175.26,Orthodox,36.0,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6
Elvis Mutapcic,15.0,6.0,182.88,83.91,182.88,Orthodox,37.0,3.41,0.4,4.27,0.38,0.0,0.0,0.81,0.0
Kyle Noke,22.0,10.0,185.42,77.11,193.04,Southpaw,44.0,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8
Yusuke Kasuya,9.0,3.0,170.18,70.31,,Southpaw,34.0,2.17,0.44,4.34,0.48,1.36,0.33,0.0,0.0
Seo Hee Ham,17.0,8.0,157.48,52.16,157.48,Southpaw,37.0,4.2,0.39,5.15,0.61,0.0,0.0,0.66,0.2
Richard Walsh,9.0,5.0,182.88,77.11,185.42,Orthodox,35.0,3.84,0.46,2.72,0.58,1.55,0.4,0.66,0.2
Jonathan Meunier,8.0,1.0,190.5,77.11,,Switch,36.0,3.47,0.5,1.43,0.69,0.58,0.33,0.58,0.0
Geane Herrera,9.0,3.0,165.1,56.7,167.64,Orthodox,33.0,1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6
Guangyou Ning,5.0,4.0,162.56,65.77,162.56,Southpaw,42.0,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3
Yao Zhikui,2.0,4.0,165.1,56.7,162.56,Orthodox,33.0,1.44,0.21,2.82,0.48,0.66,0.16,0.58,0.0
Ryan Bader,23.0,5.0,187.96,92.99,187.96,Orthodox,40.0,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4
Manvel Gamburyan,15.0,10.0,165.1,61.23,170.18,Orthodox,42.0,2.13,0.41,2.83,0.55,3.26,0.34,0.69,0.7
Magnus Cedenblad,14.0,5.0,195.58,83.91,200.66,Orthodox,41.0,2.38,0.51,3.02,0.4,2.87,0.64,0.66,1.0
Kyoji Horiguchi,19.0,2.0,165.1,56.7,167.64,Orthodox,33.0,3.6,0.45,2.45,0.62,2.0,0.44,0.55,0.0
Ali Bagautinov,15.0,6.0,162.56,56.7,165.1,Orthodox,38.0,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3
Anna Elmose,3.0,2.0,160.02,52.16,,Orthodox,39.0,3.68,0.49,4.64,0.56,0.0,0.0,0.33,0.0
Milana Dudieva,11.0,6.0,160.02,61.23,,Orthodox,34.0,0.87,0.31,3.43,0.58,2.34,0.45,0.0,0.0
Heather Clark,7.0,6.0,167.64,52.16,162.56,Orthodox,43.0,3.69,0.49,5.62,0.5,0.33,0.04,0.8,0.3
Erik Perez,17.0,6.0,172.72,61.23,172.72,Orthodox,34.0,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2
Erick Montano,7.0,5.0,182.88,77.11,185.42,Orthodox,38.0,2.79,0.44,2.06,0.64,2.29,0.36,0.66,0.0
Jason Novelli,11.0,3.0,182.88,70.31,,Orthodox,44.0,1.73,0.24,3.55,0.66,0.7,0.33,1.0,0.0
Chris Avila,5.0,4.0,177.8,65.77,,Orthodox,31.0,2.37,0.3,4.17,0.48,0.0,0.0,0.46,0.0
Dan Henderson,32.0,15.0,180.34,83.91,187.96,Orthodox,53.0,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3
Albert Tumenov,18.0,4.0,180.34,77.11,185.42,Orthodox,32.0,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0
Lukasz Sajewski,13.0,3.0,172.72,70.31,180.34,Orthodox,33.0,2.06,0.35,3.88,0.57,1.01,0.25,0.66,0.0
Tamdan McCrory,14.0,5.0,193.04,83.91,193.04,Switch,37.0,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5
Cody East,12.0,3.0,190.5,111.13,,Orthodox,35.0,4.15,0.43,7.32,0.4,3.97,1.0,0.16,0.0
Kelly Faszholz,4.0,2.0,172.72,61.23,,Orthodox,38.0,4.01,0.48,3.61,0.52,0.0,0.0,0.44,0.0
Antonio Silva,19.0,12.0,193.04,119.75,208.28,Orthodox,44.0,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8
Hector Urbina,17.0,10.0,180.34,77.11,185.42,Orthodox,36.0,0.97,0.38,2.44,0.39,0.0,0.0,0.38,3.8
Glaico Franca Moreira,15.0,5.0,182.88,70.31,195.58,Orthodox,33.0,2.35,0.42,3.46,0.47,2.68,0.42,0.76,0.3
Kenny Robertson,15.0,5.0,177.8,77.11,187.96,Orthodox,40.0,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8
Maximo Blanco,12.0,8.0,172.72,65.77,180.34,Orthodox,40.0,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3
Augusto Montano,15.0,3.0,185.42,77.11,185.42,Orthodox,39.0,3.46,0.46,2.66,0.56,0.0,0.0,0.66,0.0
Leonardo Guimaraes,11.0,5.0,182.88,83.91,,Orthodox,41.0,2.35,0.56,2.99,0.44,0.0,0.0,0.52,1.0
Joey Gomez,6.0,2.0,177.8,61.23,185.42,Orthodox,37.0,2.44,0.28,4.46,0.55,0.62,1.0,0.5,0.0
CM Punk,0.0,1.0,185.42,77.11,185.42,Orthodox,45.0,1.1,0.23,4.87,0.4,0.87,0.11,0.0,0.0
Caio Magalhaes,10.0,3.0,185.42,83.91,185.42,Orthodox,36.0,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6
Sean Spencer,12.0,6.0,177.8,77.11,187.96,Orthodox,36.0,4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0
Josh Barnett,35.0,8.0,190.5,113.4,198.12,Orthodox,46.0,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4
Tae Hyun Bang,18.0,10.0,175.26,70.31,180.34,Switch,40.0,2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5
Leandro Issa,13.0,6.0,170.18,61.23,175.26,Orthodox,40.0,2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2
Leandro Silva,20.0,6.0,175.26,70.31,182.88,Orthodox,38.0,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4
Kevin Casey,9.0,5.0,180.34,83.91,195.58,Southpaw,42.0,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4
Shane Campbell,14.0,6.0,182.88,70.31,180.34,Orthodox,37.0,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0.0
Rick Story,19.0,9.0,175.26,77.11,180.34,Southpaw,39.0,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9
Elizabeth Phillips,6.0,6.0,167.64,61.23,165.1,Orthodox,37.0,2.6,0.33,3.07,0.58,0.75,0.25,0.53,0.2
Lorenz Larkin,18.0,6.0,180.34,77.11,182.88,Orthodox,37.0,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1
Alberto Uda,12.0,2.0,190.5,83.91,,Orthodox,39.0,1.79,0.52,3.49,0.45,2.83,0.5,0.66,0.0
Horacio Gutierrez,4.0,3.0,177.8,65.77,,,33.0,0.86,0.26,2.91,0.46,0.0,0.0,0.5,0.0
Tatsuya Kawajiri,36.0,11.0,170.18,65.77,175.26,Orthodox,45.0,2.04,0.44,2.01,0.5,3.63,0.48,0.63,1.1
Francisco Rivera,11.0,7.0,172.72,61.23,177.8,Orthodox,42.0,4.07,0.41,3.16,0.68,1.01,0.63,0.68,0.6
Cesar Arzamendia,8.0,3.0,180.34,70.31,,Orthodox,33.0,5.37,0.45,5.2,0.56,7.32,0.75,0.0,2.4
Jim Alers,13.0,3.0,175.26,65.77,180.34,Orthodox,37.0,2.9,0.4,4.38,0.56,2.26,0.41,0.8,0.3
Michael McDonald,17.0,4.0,175.26,61.23,177.8,Orthodox,33.0,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4
Josh Samman,13.0,4.0,190.5,83.91,200.66,Orthodox,36.0,2.08,0.52,2.47,0.34,1.09,0.33,0.33,0.4
Cristina Stanciu,5.0,2.0,160.02,52.16,,Orthodox,29.0,2.5,0.5,3.07,0.52,0.85,1.0,0.4,1.7
Cody Pfister,13.0,6.0,177.8,70.31,185.42,Orthodox,33.0,1.41,0.25,2.8,0.51,2.82,0.3,0.0,0.0
Enrique Marin,10.0,4.0,177.8,77.11,,,37.0,1.43,0.33,3.0,0.5,2.5,0.38,0.6,1.0
Thiago Tavares,21.0,7.0,170.18,65.77,177.8,Orthodox,39.0,2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5
Fernando Bruno,15.0,4.0,167.64,65.77,,,42.0,1.75,0.39,1.78,0.48,2.02,0.22,0.56,0.5
Cory Hendricks,3.0,1.0,190.5,92.99,,Switch,35.0,3.13,0.39,4.07,0.42,0.0,0.0,1.0,0.0
Anton Zafir,7.0,3.0,180.34,77.11,,Orthodox,36.0,2.99,0.64,2.31,0.52,6.11,0.6,0.0,0.0
Mehdi Baghdad,11.0,5.0,185.42,70.31,,Orthodox,38.0,3.13,0.3,4.56,0.46,0.0,0.0,0.33,0.0
Dileno Lopes,19.0,3.0,165.1,61.23,,,39.0,2.37,0.36,3.33,0.53,2.5,0.31,1.0,1.5
Jerrod Sanders,16.0,3.0,172.72,61.23,182.88,Orthodox,44.0,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6
Rory MacDonald,19.0,4.0,182.88,77.11,193.04,Orthodox,34.0,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4
Steve Bosse,12.0,2.0,180.34,92.99,182.88,Orthodox,42.0,5.99,0.52,5.38,0.5,0.92,0.33,1.0,0.0
Chris Beal,10.0,5.0,170.18,56.7,175.26,Orthodox,38.0,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2
Yan Cabral,13.0,3.0,180.34,70.31,185.42,Orthodox,40.0,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2
Dominic Waters,9.0,5.0,185.42,77.11,200.66,Orthodox,34.0,0.48,0.23,2.53,0.39,4.07,0.52,0.28,0.0
Willie Gates,12.0,7.0,172.72,56.7,182.88,Orthodox,37.0,1.8,0.38,4.28,0.38,0.0,0.0,0.67,0.4
Chris Kelades,9.0,3.0,170.18,56.7,172.72,Orthodox,43.0,2.4,0.43,2.64,0.48,1.04,0.18,0.53,0.3
Clint Hester,11.0,6.0,187.96,92.99,195.58,Orthodox,37.0,3.36,0.42,3.44,0.56,1.02,0.35,0.6,0.0
Efrain Escudero,28.0,12.0,175.26,70.31,180.34,Orthodox,38.0,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8
Michael Graves,6.0,0.0,177.8,77.11,180.34,Orthodox,33.0,1.25,0.54,1.47,0.58,4.8,0.52,0.66,0.4
Gabriel Gonzaga,17.0,11.0,187.96,109.77,193.04,Orthodox,44.0,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1
Igor Pokrajac,28.0,13.0,182.88,92.99,187.96,Orthodox,45.0,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2
Ian Entwistle,9.0,3.0,165.1,61.23,,Orthodox,37.0,0.11,0.07,7.36,0.31,0.0,0.0,0.0,12.1
Filip Pejic,12.0,2.0,172.72,61.23,,Orthodox,31.0,0.0,0.0,0.88,0.33,0.0,0.0,0.0,0.0
Robert Whiteford,14.0,4.0,175.26,65.77,175.26,Southpaw,40.0,2.33,0.46,1.99,0.62,1.9,0.3,0.45,0.0
Lucas Martins,19.0,3.0,182.88,65.77,182.88,Southpaw,35.0,2.87,0.35,4.14,0.6,0.0,0.0,0.76,0.5
Frank Mir,18.0,11.0,190.5,119.75,200.66,Southpaw,44.0,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0
James Te Huna,16.0,9.0,187.96,83.91,190.5,Orthodox,42.0,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2
Mark Eddiva,6.0,3.0,172.72,65.77,172.72,Orthodox,38.0,3.37,0.45,2.98,0.54,1.45,0.22,0.63,0.0
Rin Nakai,19.0,2.0,154.94,61.23,,Orthodox,37.0,1.57,0.33,3.9,0.6,3.0,0.18,0.75,0.5
Viscardi Andrade,19.0,6.0,180.34,77.11,190.5,Orthodox,40.0,3.26,0.42,2.77,0.63,1.93,0.5,0.66,0.3
Tom Lawlor,10.0,6.0,182.88,92.99,187.96,Southpaw,40.0,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4
Marcelo Guimaraes,9.0,2.0,182.88,83.91,185.42,Orthodox,40.0,4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0
Justin Salas,12.0,7.0,172.72,70.31,177.8,Southpaw,42.0,3.42,0.43,2.96,0.68,2.43,0.2,0.0,0.0
Mike Wilkinson,9.0,4.0,170.18,65.77,167.64,Orthodox,36.0,2.35,0.38,3.7,0.35,0.92,0.14,0.55,0.9
Chris Dempsey,11.0,5.0,177.8,83.91,182.88,Orthodox,36.0,2.25,0.32,2.82,0.65,2.64,0.23,0.16,0.0
Yaotzin Meza,21.0,11.0,175.26,65.77,180.34,Orthodox,43.0,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4
Norman Parke,23.0,6.0,180.34,70.31,177.8,Southpaw,37.0,3.06,0.35,2.88,0.64,1.98,0.26,0.77,0.0
Martin Svensson,15.0,6.0,185.42,70.31,,,38.0,2.02,0.38,5.91,0.38,0.0,0.0,0.0,0.0
Joe Riggs,44.0,17.0,182.88,83.91,177.8,Southpaw,41.0,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6
Daniel Sarafian,10.0,6.0,175.26,83.91,185.42,Orthodox,41.0,2.23,0.46,3.1,0.58,0.36,0.07,0.53,0.7
Jonavin Webb,9.0,2.0,177.8,77.11,,Orthodox,34.0,1.47,0.3,2.27,0.64,2.5,0.31,0.4,1.0
Jared Rosholt,14.0,4.0,187.96,120.2,190.5,Orthodox,37.0,2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1
Rafael Cavalcante,12.0,7.0,185.42,92.99,187.96,Orthodox,43.0,2.71,0.53,3.62,0.49,0.6,0.4,0.63,0.1
KJ Noons,13.0,9.0,177.8,70.31,177.8,Orthodox,41.0,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0
Noad Lahat,11.0,2.0,175.26,65.77,175.26,Orthodox,39.0,2.79,0.46,1.47,0.63,2.37,0.26,0.16,2.4
Masio Fullen,11.0,7.0,177.8,65.77,177.8,Orthodox,37.0,2.46,0.32,3.5,0.54,0.47,0.33,0.69,0.0
Matt Dwyer,9.0,4.0,193.04,77.11,193.04,Orthodox,34.0,2.57,0.34,3.24,0.54,0.44,0.1,0.6,0.0
Felipe Olivieri,14.0,5.0,175.26,70.31,,Orthodox,38.0,6.68,0.58,4.6,0.57,0.0,0.0,0.71,0.0
Matt Mitrione,12.0,5.0,190.5,120.2,208.28,Switch,45.0,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7
Daron Cruickshank,18.0,10.0,172.72,70.31,182.88,Switch,38.0,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2
Diego Brandao,22.0,11.0,170.18,65.77,162.56,Orthodox,36.0,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6
Tony Sims,12.0,4.0,180.34,70.31,177.8,Southpaw,38.0,1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7
Masanori Kanehara,26.0,12.0,170.18,61.23,170.18,Orthodox,41.0,1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9
Sheldon Westcott,10.0,3.0,185.42,77.11,180.34,Southpaw,39.0,2.26,0.4,3.73,0.37,3.23,0.37,0.14,0.0
Edgar Garcia,14.0,5.0,177.8,77.11,180.34,Orthodox,40.0,3.16,0.29,4.23,0.6,2.21,0.57,0.5,0.6
Sarah Kaufman,18.0,4.0,165.1,61.23,167.64,Orthodox,38.0,6.65,0.46,4.0,0.62,0.38,0.57,0.81,0.0
Danny Castillo,17.0,10.0,175.26,70.31,180.34,Orthodox,44.0,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2
Hayder Hassan,6.0,3.0,177.8,77.11,,,41.0,2.11,0.46,3.16,0.48,0.0,0.0,0.25,0.0
Marcio Alexandre Junior,17.0,4.0,182.88,83.91,190.5,Southpaw,34.0,1.61,0.45,2.89,0.42,0.35,0.2,0.66,0.7
Marcin Wrzosek,12.0,4.0,175.26,70.31,,,36.0,3.47,0.43,4.07,0.43,3.0,0.25,0.33,0.0
Konstantin Erokhin,9.0,3.0,180.34,104.33,,Orthodox,41.0,1.07,0.36,1.83,0.47,0.0,0.0,0.7,0.0
Mike Pierce,17.0,7.0,172.72,77.11,180.34,Orthodox,43.0,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2
Abner Lloveras,20.0,9.0,180.34,70.31,,,41.0,6.27,0.49,6.87,0.43,2.0,0.2,0.0,0.0
John Howard,24.0,13.0,170.18,77.11,182.88,Orthodox,41.0,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4
Andreas Stahl,10.0,4.0,180.34,77.11,,Orthodox,35.0,2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0
Emily Kagan,3.0,3.0,160.02,52.16,,,42.0,2.6,0.36,5.29,0.38,1.86,0.14,0.5,0.0
Benson Henderson,24.0,7.0,175.26,77.11,177.8,Southpaw,40.0,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8
Yoshihiro Akiyama,14.0,6.0,177.8,77.11,190.5,Orthodox,48.0,3.1,0.41,3.62,0.57,2.29,0.67,0.92,1.0
Dongi Yang,13.0,3.0,177.8,83.91,185.42,Southpaw,39.0,3.55,0.51,3.21,0.63,1.7,0.41,0.61,0.5
Yui Chul Nam,18.0,8.0,175.26,65.77,,Orthodox,42.0,3.53,0.51,2.0,0.48,1.33,0.16,0.57,0.3
Leo Kuntz,18.0,4.0,177.8,70.31,,Orthodox,40.0,1.68,0.32,3.8,0.45,1.99,0.25,0.33,0.7
Scott Jorgensen,15.0,12.0,165.1,61.23,167.64,Orthodox,41.0,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7
Vernon Ramos Ho,3.0,1.0,167.64,77.11,,Orthodox,31.0,4.0,0.25,8.0,0.55,0.0,0.0,0.0,0.0
Valmir Lazaro,15.0,5.0,182.88,70.31,185.42,Orthodox,38.0,4.87,0.37,4.09,0.61,1.33,0.4,0.96,0.0
Akbarh Arreola,23.0,11.0,177.8,70.31,180.34,Southpaw,41.0,2.32,0.45,4.01,0.56,1.07,1.0,0.33,0.4
Anthony Perosh,15.0,10.0,190.5,92.99,190.5,Orthodox,51.0,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1
Richie Vaculik,10.0,4.0,167.64,56.7,175.26,Orthodox,40.0,3.69,0.46,4.09,0.57,3.0,0.45,0.31,1.0
Danny Martinez,21.0,8.0,167.64,56.7,170.18,Orthodox,38.0,2.73,0.28,3.77,0.63,3.0,0.45,0.36,0.0
Steve Montgomery,9.0,5.0,193.04,83.91,,Southpaw,33.0,4.85,0.39,4.12,0.47,0.0,0.0,0.64,0.0
Steve Kennedy,24.0,8.0,180.34,77.11,,Orthodox,41.0,2.28,0.35,5.52,0.45,2.51,0.33,0.0,0.0
Piotr Hallmann,18.0,6.0,175.26,70.31,180.34,Orthodox,36.0,3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4
Fabio Maldonado,23.0,11.0,185.42,92.99,190.5,Orthodox,44.0,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6
Edimilson Souza,15.0,5.0,182.88,65.77,187.96,Orthodox,39.0,4.65,0.44,2.91,0.58,0.0,0.0,0.5,0.0
Gasan Umalatov,17.0,4.0,180.34,77.11,180.34,Orthodox,41.0,2.23,0.39,4.1,0.59,0.75,0.17,0.9,0.0
Bruno Korea,7.0,3.0,167.64,61.23,165.1,,32.0,2.12,0.34,3.96,0.42,0.0,0.0,0.25,0.0
Paddy Holohan,12.0,2.0,177.8,56.7,175.26,Orthodox,35.0,2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3
Jon Delos Reyes,8.0,5.0,167.64,56.7,170.18,Orthodox,36.0,2.99,0.38,4.14,0.51,3.2,0.83,0.55,1.9
Mickael Lebout,16.0,7.0,180.34,70.31,185.42,Orthodox,36.0,2.6,0.34,2.98,0.54,0.0,0.0,0.6,0.0
Aisling Daly,16.0,6.0,157.48,52.16,162.56,Orthodox,36.0,2.92,0.52,1.4,0.55,2.15,0.41,0.33,0.9
Ericka Almeida,7.0,3.0,167.64,52.16,,Orthodox,35.0,1.07,0.39,3.33,0.43,0.5,0.33,0.37,0.0
Cathal Pendred,17.0,4.0,185.42,77.11,190.5,Orthodox,36.0,2.49,0.44,3.01,0.55,2.46,0.23,0.83,0.4
Bubba Bush,8.0,3.0,182.88,83.91,,Orthodox,38.0,0.63,0.55,7.01,0.25,2.82,0.5,0.6,0.0
Shawn Jordan,19.0,8.0,182.88,117.93,190.5,Southpaw,39.0,2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1
Ruslan Magomedov,14.0,1.0,190.5,109.77,198.12,Orthodox,37.0,4.02,0.47,1.47,0.66,0.33,1.0,0.88,0.0
Francisco Trevino,13.0,3.0,175.26,70.31,177.8,Orthodox,42.0,2.65,0.42,2.42,0.64,0.97,0.22,0.41,0.0
Chris Cariaso,17.0,8.0,160.02,56.7,162.56,Southpaw,42.0,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8
Chico Camus,17.0,7.0,167.64,56.7,167.64,Orthodox,39.0,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4
George Roop,15.0,13.0,185.42,61.23,182.88,Orthodox,42.0,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1
Katsunori Kikuno,24.0,8.0,172.72,65.77,167.64,Orthodox,42.0,2.64,0.4,2.47,0.61,1.88,0.75,0.76,0.8
Naoyuki Kotani,34.0,14.0,172.72,70.31,167.64,Southpaw,42.0,1.02,0.31,2.89,0.5,0.83,0.16,0.46,0.8
Roger Zapata,4.0,2.0,180.34,77.11,,Southpaw,37.0,2.6,0.51,2.13,0.36,0.0,0.0,0.81,1.4
Clay Collard,14.0,7.0,180.34,65.77,185.42,Orthodox,31.0,4.22,0.32,5.0,0.5,2.81,0.39,0.71,0.5
Ron Stallings,14.0,8.0,187.96,77.11,190.5,Southpaw,41.0,3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0
Nazareno Malegarie,28.0,4.0,172.72,70.31,,,37.0,3.87,0.34,3.27,0.69,1.0,0.33,0.0,0.0
Sam Stout,20.0,12.0,175.26,70.31,177.8,Orthodox,39.0,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1
Yves Jabouin,20.0,11.0,170.18,61.23,172.72,Orthodox,44.0,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1
Elias Silverio,13.0,3.0,180.34,70.31,185.42,Orthodox,37.0,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2
Tom Watson,17.0,9.0,185.42,83.91,185.42,Orthodox,41.0,4.01,0.44,4.41,0.5,0.15,0.07,0.43,0.0
Sirwan Kakai,12.0,5.0,165.1,61.23,,Orthodox,34.0,3.57,0.41,4.63,0.62,4.0,0.42,0.83,0.0
Roman Salazar,10.0,6.0,170.18,61.23,,Orthodox,36.0,1.95,0.39,2.89,0.57,1.77,0.18,0.5,0.0
Anthony Christodoulou,12.0,7.0,175.26,70.31,,Orthodox,36.0,2.19,0.26,5.9,0.45,0.0,0.0,0.4,0.0
Antonio Rodrigo Nogueira,34.0,10.0,190.5,108.86,195.58,Orthodox,47.0,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4
Soa Palelei,22.0,5.0,193.04,120.2,205.74,Orthodox,46.0,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0.0
Hugo Viana,8.0,4.0,167.64,61.23,170.18,Orthodox,41.0,3.05,0.38,3.2,0.57,0.22,0.06,0.5,0.0
Ramsey Nijem,9.0,6.0,180.34,70.31,190.5,Orthodox,35.0,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1
Jessamyn Duke,3.0,5.0,180.34,61.23,185.42,Orthodox,37.0,4.83,0.53,4.43,0.57,1.27,0.36,0.5,1.9
Ivan Jorge,27.0,7.0,175.26,70.31,185.42,Orthodox,43.0,3.41,0.49,2.91,0.59,1.56,0.16,0.75,0.6
Pawel Pawlak,12.0,3.0,182.88,77.11,185.42,Orthodox,35.0,1.67,0.33,2.22,0.53,1.0,0.37,0.7,0.0
Leonardo Mafra,13.0,4.0,177.8,70.31,177.8,Orthodox,34.0,4.55,0.48,4.38,0.43,2.12,0.83,0.69,0.4
Vaughan Lee,14.0,13.0,167.64,56.7,167.64,Orthodox,41.0,3.47,0.47,2.07,0.7,0.81,0.33,0.72,1.0
Hans Stringer,22.0,8.0,190.5,92.99,,Orthodox,36.0,3.16,0.61,2.84,0.41,2.4,0.36,0.62,0.0
Paul Redmond,12.0,7.0,177.8,65.77,,Orthodox,37.0,0.72,0.34,2.99,0.41,0.0,0.0,0.5,0.0
Marcus Brimage,7.0,7.0,162.56,61.23,180.34,Southpaw,38.0,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0
Todd Duffee,9.0,3.0,190.5,117.93,198.12,Orthodox,38.0,5.93,0.37,2.87,0.56,0.72,0.25,0.9,0.0
Josh Thomson,22.0,9.0,177.8,70.31,180.34,Orthodox,45.0,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3
